物件種別,物件コード,問合せコード,外部物件区分,外部物件コード,現況,公開状態,エラー,賃料,間取,所在階,築年月,物件名,フリガナ,所在地,管理費,共益費,敷金,礼金,保証金,敷引,更新料,面積（土地）,面積（専有）,坪数(代表),坪単価(代表),物件確認日,登録日,更新日,自社先物,取引態様,業者名,元付担当者,TEL,駐車場,物件メモ,郵便番号
店舗事務所(建物一括),R00177-004476,,,,空,公開可,無,770000,,階,1997年05月,福岡県北九州市八幡西区浅川日の峯2丁目の貸店舗【124坪】,,福岡県北九州市八幡西区浅川日の峯２丁目27-33,,,10.00,,,,,,413.00,124.93,6164,2026/06/24,"2026/04/16 11:47","2026/04/16 18:19",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",空有,,8070876
店舗事務所(建物一括),R00177-004473,,,,空,公開可,無,330000,,階,1997年09月,福岡県北九州市八幡東区諏訪1丁目の貸事務所【14坪】,,福岡県北九州市八幡東区諏訪１丁目9-17,,,2.00,1.00,,,,515.70,46.37,14.02,23527,2026/07/24,"2026/04/13 15:56","2026/04/16 17:44",先物(仲介),,あす･はーと株式会社,-,"=""093-662-6867""",空有,,8050006
店舗事務所(建物一部),R00177-004451,,,,居住中,アーカイブ(成約),無,1386000,,階,1991年12月,福岡県筑紫野市杉塚2丁目の貸店舗・事務所【144坪】,,福岡県筑紫野市杉塚２丁目14-8,,,10.00,1.00,,,,,477.83,144.54,9589,2026/04/16,"2026/03/17 10:06","2026/04/16 17:11",先物(仲介),,ディプラス株式会社,-,"=""092-526-2711""",空有,,8180054
店舗事務所(建物一部),R00177-004472,,,,空,公開可,無,880000,,階,1997年11月,福岡県遠賀郡岡垣町野間2丁目の貸店舗【172坪】,,福岡県遠賀郡岡垣町野間２丁目285-1,,,10.00,,,,,,570.56,172.59,5099,2026/06/25,"2026/04/10 14:52","2026/04/16 16:49",先物(仲介),,（有）ヤマシタ産業,-,"=""0942-42-3001""",空有,サンリーショッピングタウン,8114233
貸地,R00177-004474,,,,古家付,公開可,無,269500,,階,-,福岡県糟屋郡志免町大字吉原の貸地【161坪】,,福岡県糟屋郡志免町大字吉原175-1,,,3.00,,,,,532.48,,161.07,1674,2026/07/16,"2026/04/15 11:41","2026/04/16 16:43",先物(仲介),,パシフィックジャパン（株）,-,"=""092-611-6464""",,,8112208
倉庫,R00177-004475,,,,空,公開可,無,440000,,階,1994年05月,福岡県三井郡大刀洗町大字上高橋の貸倉庫【107坪】,,福岡県三井郡大刀洗町大字上高橋1121-1,,,5.00,,,,,,355.97,107.68,4087,2026/06/25,"2026/04/15 12:06","2026/04/15 17:25",先物(仲介),,オフィスネットワーク(株),-,"=""092-452-5111""",空有,,8301222
店舗事務所(建物一括),R00177-004227,,,,空,アーカイブ(成約),無,1320000,,階,2001年01月,佐賀県三養基郡上峰町大字坊所の貸店舗・事務所【200坪】,,佐賀県三養基郡上峰町大字坊所1570-88,,,5.00,,,,,,661.16,200,6600,2026/03/12,"2025/06/04 11:57","2026/04/15 17:22",先物(仲介),,久栄商事（有）,-,"=""0942-38-3838""",空有,"11/20物確：動力あり、プロパンガス、公共上下水
引渡し4/1～可",8490123
店舗事務所(建物一括),R00177-004298,,,,空,アーカイブ(成約),無,180000,,階,1982年10月,福岡県八女郡広川町大字太田の貸店舗・事務所【46坪】,,福岡県八女郡広川町大字太田415-1,,,5.00,1.00,,,11000,,154.04,46.59,3863,2026/03/12,"2025/09/08 16:11","2026/04/15 17:16",先物(仲介),,（株）ダイナックス,-,"=""0942-22-1066""",空有,,8340114
店舗事務所(建物一括),R00177-004448,,,,空,アーカイブ(成約),無,380000,,階,1986年09月,福岡県福岡市博多区諸岡2丁目の貸事務所【38坪】,,福岡県福岡市博多区諸岡２丁目4-6,,,8.00,,,,,,126.00,38.11,9970,2026/03/16,"2026/03/16 11:38","2026/04/15 17:10",先物(仲介),,丸善不動産（株）,-,"=""092-411-5001""",空有,"諸岡山﨑事務所 101
店舗不可",8120894
倉庫,R00177-004463,,,,空,アーカイブ(成約),無,209000,,階,2002年05月,福岡県福岡市博多区上牟田2丁目の貸倉庫・事務所【22坪】,,福岡県福岡市博多区上牟田２丁目7-1,,,6.00,,,,,,74.98,22.68,9215,2026/04/03,"2026/04/01 16:38","2026/04/15 11:03",先物(仲介),,(有)パイルコーポレーション,-,"=""092-452-2233""",空有,仲介中,8120006
倉庫,R00177-004407,,,,空,公開可,無,528000,,階,1994年04月,福岡県那珂川市片縄2丁目の貸倉庫・事務所【106坪】,,福岡県那珂川市片縄２丁目32,,,6.00,,,,,,352.63,106.67,4950,2026/07/06,"2026/02/03 10:41","2026/04/13 17:57",先物(仲介),,(株)筑紫不動産リードハウス,-,"=""092-591-7888""",空有,,8111201
倉庫,R00177-004471,,,,居住中,公開可,無,530000,,階,2024年01月,福岡県宮若市山口の貸倉庫【134坪】,,福岡県宮若市山口1306-2,,,3.00,3.00,,,,,445.50,134.76,3933,2026/06/25,"2026/04/10 14:13","2026/04/13 17:22",先物(仲介),,(株)福岡住宅センター,-,"=""092-715-0636""",空有,張力膜屋根平屋建,8220153
倉庫,R00177-004391,,,,空,公開可,無,0,,階,2026年02月,佐賀県三養基郡基山町大字長野の貸倉庫【2047坪～】,,佐賀県三養基郡基山町大字長野149,,,6.00,,,,,,6768.89,2047.58,,2026/07/29,"2026/01/21 16:50","2026/04/10 17:12",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,"オーナー反響：ESR阿部様
基山町ディストリビューションセンター
賃料相談で掲載
※最小賃貸区画（F区画）で記載、全8区画

倉庫・バース 1-2階区画　4,050円/坪（共益費込、税別）
　　　　　　 3-4階区画　3,950円/坪（共益費込、税別）
事務所　　　          　　   7,500円/坪（共益費込、税別）
乗用車駐車場　　　　　　　3,500円/台（税別）

梁下有効高さ　5.5～6.9m
床荷重　1階 2.5t/㎡、2～4階 1.5t/㎡",8410202
倉庫,R00177-004025,,,,居住中,公開可,無,550000,,階,1996年05月,福岡県福岡市東区原田1丁目の貸倉庫【78坪】,,福岡県福岡市東区原田１丁目41-18,,,6.00,,,,,,259.96,78.63,6995,2026/06/24,"2024/11/11 15:29","2026/04/10 09:32",先物(仲介),,コミュニケーション･クリエイト,-,"=""092-643-7741""",空有,,8120063
店舗事務所(建物一括),R00177-003927,,,,空,アーカイブ(成約),無,495000,,階,1989年07月,福岡県遠賀郡水巻町立屋敷1丁目の貸店舗・事務所【60坪】,,福岡県遠賀郡水巻町立屋敷１丁目16-5,,,,,,1.00,,847.89,199.93,60.47,8185,2026/03/12,"2024/08/21 15:30","2026/04/08 18:10",先物(仲介),,栄和興産株式会社,-,"=""093-551-1644""",空有,"図面確認中9/24
090-5473-3093",8070051
倉庫,R00177-003969,,,,築後未入居,アーカイブ(成約),無,797500,,階,2024年05月,福岡県糟屋郡須惠町大字植木の貸倉庫【132坪】,,福岡県糟屋郡須惠町大字植木431-1,,,5.00,,,,,,439.20,132.85,6003,2026/03/12,"2024/09/26 14:48","2026/04/08 18:06",先物(仲介),,入江不動産株式会社,-,"=""092-933-0001""",空有,"第50　MPL須恵Ⅰ　Ｂ棟5・6号室
事務所設置可
定借10年
シャッター　高さ：4m　横3ｍ
天井高　7ｍ~6.1m",8112112
貸地,R00177-004335,,,,古家付,公開可,無,500000,,階,-,福岡県筑紫野市大字山家の貸地【636坪】,,福岡県筑紫野市大字山家2505,,,6.00,,,,,2102.99,,636.15,786,2026/06/24,"2025/10/30 11:47","2026/04/08 17:55",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",,,8180003
倉庫,R00177-004214,,,,空,アーカイブ(成約),無,462000,,階,1988年11月,福岡県八女市本村の貸倉庫【123坪】,,福岡県八女市本村924-2,,,3.00,1.00,,,,,409.14,123.76,3733,2026/03/11,"2025/05/15 10:31","2026/04/08 17:34",先物(仲介),,福岡八女農業協同組合,-,"=""0943-23-1155""",空有,6月以降内覧可,8340063
倉庫,R00177-004151,,,,空,アーカイブ(成約),無,275000,,階,1996年02月,福岡県柳川市間の貸倉庫・工場【167坪】,,福岡県柳川市間1572-2,,,4.00,2.00,,,,805.00,554.24,167.65,1641,2026/03/12,"2025/03/10 10:21","2026/04/08 17:31",先物(仲介),,(株)ヤマダエステート,-,"=""0944-72-4810""",空有,"内覧立ち合い
動力あり（共用）、クレーン300kg
奥の建物はオーナ使用、
南側角の敷地は駐車スペースとして使用可",8320088
貸地,R00177-004418,,,,更地,アーカイブ(成約),無,380000,,階,-,福岡県福岡市西区今宿青木の貸地【447坪】,,福岡県福岡市西区今宿青木1055-1,,,4.00,,,,,1478.39,,447.21,850,2026/03/10,"2026/02/12 13:41","2026/04/08 16:46",先物(仲介),,株式会社立地ライズ,-,"=""092-292-5681""",,住所：1058-1付近,8190162
店舗事務所(建物一部),R00177-004416,,,,空,公開可,無,990000,,階,1997年07月,福岡県福岡市南区向野1丁目の貸事務所【99坪】,,福岡県福岡市南区向野１丁目13-9,,,5.00,,,,,,329.26,99.6,9940,2026/06/24,"2026/02/10 14:34","2026/04/08 16:44",先物(仲介),,株式会社データランド,-,"=""092-553-1688""",空有,"森藤不動産第6ビル1,2F",8150035
倉庫,R00177-004170,,,,居住中,アーカイブ(成約),無,385000,,階,1979年06月,福岡県福岡市博多区諸岡3丁目の貸倉庫・事務所【25坪】,,福岡県福岡市博多区諸岡３丁目25-4,,,3.00,,,,,,85.83,25.96,14829,2026/03/06,"2025/04/01 12:04","2026/04/08 16:29",先物(仲介),,（株）オクゼン不動産　大橋店,-,"=""092-554-6789""",空有,売買ありB00177-000435,8120894
倉庫,R00177-004438,,,,空,アーカイブ(成約),無,207900,,階,2005年01月,福岡県福岡市博多区東那珂1丁目の貸倉庫・事務所【19坪】,,福岡県福岡市博多区東那珂１丁目9-7,,,6.00,,,,,,65.00,19.66,10574,2026/03/10,"2026/03/10 12:01","2026/04/08 16:27",先物(仲介),,（株）エキナン地所,-,"=""092-710-5331""",空有,,8120892
貸地,R00177-004403,,,,更地,アーカイブ(成約),無,400000,,階,-,福岡県北九州市八幡西区則松2丁目の貸地【286坪】,,福岡県北九州市八幡西区則松２丁目7,,,2.00,2.00,,,,948.00,,286.77,1395,2026/03/06,"2026/01/29 11:37","2026/04/08 16:26",先物(仲介),,株式会社ミクニ,-,"=""093-541-0392""",,,8070831
倉庫,R00177-004415,,,,空,アーカイブ(成約),無,660000,,階,1994年01月,福岡県北九州市若松区南二島1丁目の貸倉庫【208坪】,,福岡県北九州市若松区南二島１丁目6-14,,,6.00,1.00,,,,,688.50,208.27,3169,2026/03/06,"2026/02/10 13:50","2026/04/08 16:23",先物(仲介),,（株）不動産のデパートひろた　本社,-,"=""093-663-3939""",,,8080109
倉庫,R00177-004127,,,,空,アーカイブ(成約),無,286000,,階,2025年07月,福岡県筑紫野市塔原東3丁目の貸倉庫・事務所【37坪】,,福岡県筑紫野市塔原東３丁目509-1,,,6.00,,,,,1383.95,124.50,37.66,7595,2026/03/13,"2025/02/20 15:19","2026/04/08 15:21",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,"オフィスパレア筑紫野Ⅷ　2号室
駐車場　1・2号室7台、3号室6台",8180059
倉庫,R00177-004107,,,,空,アーカイブ(成約),無,429000,,階,2025年12月,福岡県大野城市御笠川3丁目の貸倉庫・事務所【46坪】,,福岡県大野城市御笠川３丁目3-15,,,6.00,,,,,918.00,153.58,46.45,9235,2026/03/13,"2025/02/06 14:58","2026/04/08 15:16",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア御笠川15　2号室,8160912
倉庫,R00177-004119,,,,空,公開可,無,770000,,階,2025年10月,福岡県朝倉郡筑前町栗田の貸倉庫【201坪】,,福岡県朝倉郡筑前町栗田2681-4,,,3.00,,,3.00,,1229.64,665.00,201.16,3828,2026/07/10,"2025/02/14 15:26","2026/04/08 14:57",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,"オフィスストレージ筑前Ⅰ　C棟
住所：筑前町栗田2680-1の隣
※キャンペーン中、マッチングのみ",8380801
倉庫,R00177-004118,,,,空,公開可,無,770000,,階,2025年10月,福岡県朝倉郡筑前町栗田の貸倉庫【200坪】,,福岡県朝倉郡筑前町栗田2681-4,,,3.00,,,3.00,,1229.71,663.00,200.55,3840,2026/07/10,"2025/02/14 15:21","2026/04/08 14:57",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,"オフィスストレージ筑前Ⅰ　B棟
住所：筑前町栗田2680-1の隣
※キャンペーン中、マッチングのみ",8380801
倉庫,R00177-004178,,,,築後未入居,公開可,無,165000,,階,2024年11月,福岡県北九州市八幡西区茶屋の原2丁目の貸倉庫・事務所【30坪】,,福岡県北九州市八幡西区茶屋の原２丁目13-3,,,3.00,,,,,821.25,99.81,30.19,5465,2026/07/10,"2025/04/08 14:41","2026/04/08 14:54",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,"OP八幡西Ⅰ　A棟2～4号室
※キャンペーン中、マッチングのみ
",8071134
倉庫,R00177-004384,,,,空,公開可,無,187000,,階,2019年03月,佐賀県佐賀市新栄東1丁目の貸倉庫・事務所【26坪】,,佐賀県佐賀市新栄東１丁目4-8,,,6.00,,,,,,88.31,26.71,7001,2026/07/10,"2026/01/15 10:55","2026/04/08 14:52",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア佐賀Ⅰ　5号室,8400850
店舗事務所(建物一部),R00177-004385,,,,空,公開可,無,220000,,階,2008年11月,福岡県春日市下白水北6丁目の貸店舗・事務所【18坪】,,福岡県春日市下白水北６丁目144-1,,,6.00,,,,,,62.51,18.9,11635,2026/07/10,"2026/01/15 11:53","2026/04/08 14:52",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,柴田店舗　B・C号,8160854
倉庫,R00177-003929,,,,空,公開可,無,209000,,階,2024年08月,長崎県長崎市京泊3丁目の貸倉庫・事務所【115坪】,,長崎県長崎市京泊３丁目7-20,,,2.00,,,2.00,,1332.70,383.34,115.96,1803,2026/07/10,"2024/08/22 11:43","2026/04/08 14:52",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,OP長崎Ⅱ　A棟2号室,8512211
倉庫,R00177-004411,,,,居住中,アーカイブ(成約),無,660000,,階,1978年09月,福岡県大野城市御笠川3丁目の貸倉庫【99坪】,,福岡県大野城市御笠川３丁目6-8,,,4.00,,,,1.00,,330.00,99.82,6612,2026/03/18,"2026/02/05 11:50","2026/04/08 10:13",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,"浅利倉庫
2026/3/2　現状2社申込有、先着ではなく、一旦募集募り（3月中）、貸主がテナント選定行う
2026/3/18　申込あり、ほぼ決まる
",8160912
倉庫,R00177-004083,,,,居住中,アーカイブ(成約),無,660000,,階,1987年11月,福岡県北九州市八幡西区引野3丁目の貸倉庫・事務所【144坪】,,福岡県北九州市八幡西区引野３丁目17-22,,,,1.00,,,,416.00,477.52,144.44,4570,2026/02/18,"2025/01/16 16:19","2026/04/07 18:10",先物(仲介),,（株）不動産のデパートひろた　本社,-,"=""093-663-3939""",空有,元付複数あり：REH　HAUS,8060067
倉庫,R00177-004386,,,,空,アーカイブ(成約),無,385000,,階,1994年11月,福岡県北九州市八幡西区永犬丸3丁目の貸倉庫・事務所【120坪】,,福岡県北九州市八幡西区永犬丸３丁目10-8,,,3.00,1.00,,,,737.00,397.43,120.22,3203,2026/02/18,"2026/01/16 11:04","2026/04/07 18:08",先物(仲介),,ハッピーハウス（株）北九州店,-,"=""093-616-9725""",空有,,8070851
倉庫,R00177-004080,,,,空,アーカイブ(成約),無,1980000,,階,1981年05月,福岡県北九州市若松区南二島2丁目の貸倉庫・工場【333坪】,,福岡県北九州市若松区南二島２丁目16-11,,,4000000,2000000,,,,,1101.58,333.22,5942,2026/02/18,"2025/01/14 10:40","2026/04/07 17:56",先物(仲介),,（株）不動産のデパートひろた　本社,-,"=""093-663-3939""",,ATBB掲載,8080109
倉庫,R00177-004381,,,,空,公開可,無,1080000,,階,1989年01月,福岡県北九州市門司区大字猿喰の貸工場【518坪】,,福岡県北九州市門司区大字猿喰708-1,33000,,1.00,2.00,,,,2552.00,1713.00,518.18,2085,2026/06/24,"2026/01/07 11:30","2026/04/07 17:54",先物(仲介),,有限会社ミツワ総建,-,"=""093-475-8648""",空有,,8000102
貸地,R00177-004168,,,,更地,アーカイブ(成約),無,350000,,階,-,福岡県小郡市干潟の貸地【1013坪】,,福岡県小郡市干潟1275-1,,,,1.00,,,,3350.33,,1013.47,346,2026/02/16,"2025/03/31 11:26","2026/04/07 16:36",先物(仲介),,（株）ｚｅｒｏソリューション,-,"=""0942-27-8000""",,プレハブ事務所使用可,8380112
倉庫,R00177-003932,,,,空,アーカイブ(成約),無,156750,,階,2024年08月,長崎県長崎市京泊3丁目の貸倉庫・事務所【86坪】,,長崎県長崎市京泊３丁目7-18,,,2.00,,,2.00,,1332.70,286.55,86.68,1809,2026/04/02,"2024/08/22 13:53","2026/04/02 13:50",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,OP長崎Ⅱ　B棟2号室,8512211
店舗事務所(建物一部),R00177-004226,,,,空,公開可,無,297000,,階,2001年06月,福岡県福岡市東区和白2丁目の貸店舗・事務所【24坪】,,福岡県福岡市東区和白２丁目9-33,,,6.00,,,,,,80.00,24.2,12273,2026/06/24,"2025/06/04 11:32","2026/04/01 16:55",先物(仲介),,福岡市東部農業協同組合JRハウジングセンター,-,"=""092-621-4699""",空有,"駐車場：建物向かって左手の3区画分は全て使用可
倉庫利用不可",8110202
倉庫,R00177-004364,,,,空,アーカイブ(成約),無,1210000,,階,1971年02月,福岡県直方市大字植木の貸倉庫【523坪】,,福岡県直方市大字植木1140-1,,,3.00,2.00,,,,4331.93,1729.82,523.27,2313,2026/03/12,"2025/12/05 10:45","2026/03/31 13:47",先物(仲介),,センチュリー21(株)みずほ不動産,-,"=""092-431-3933""",空有,"2026.03.31 貸主都合で募集落とし
※前面道路大型車通行止め標識あり
イマス貸主",8220031
倉庫,R00177-004199,,,,築後未入居,公開可,無,536580,,階,2025年05月,福岡県福岡市博多区吉塚8丁目の貸倉庫・事務所【48坪】,,福岡県福岡市博多区吉塚８丁目2-15,,,8.00,,,,,,161.25,48.77,11001,2026/07/29,"2025/05/01 15:45","2026/03/31 11:33",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,中村,"=""092-409-0188""",空有,"オーナー反響：西日本新聞様
20251112現在　B棟2.3.4号室空き
吉塚スクエア　タイプ1（A棟2・3号室、B棟2～6号室）",8120041
