暔審庬暿,暔審僐乕僪,栤崌偣僐乕僪,奜晹暔審嬫暘,奜晹暔審僐乕僪,尰嫷,岞奐忬懺,僄儔乕,捓椏,娫庢,強嵼奒,抸擭寧,暔審柤,僼儕僈僫,強嵼抧,娗棟旓,嫟塿旓,晘嬥,楃嬥,曐徹嬥,晘堷,峏怴椏,柺愊乮搚抧乯,柺愊乮愱桳乯,捸悢(戙昞),捸扨壙(戙昞),暔審妋擣擔,搊榐擔,峏怴擔,帺幮愭暔,庢堷懺條,嬈幰柤,尦晅扴摉幰,TEL,挀幵応,暔審儊儌,梄曋斣崋
憅屔,R00175-015338,,,,嬻,傾乕僇僀僽(惉栺),柍,880000,,1奒,1985擭04寧,搶戝嶃巗旽峕1挌栚偺戄憅屔亂246捸亃,,戝嶃晎搶戝嶃巗旽峕侾挌栚28-25,,,3.00,2.00,,,,,814.31,246.32,3573,2026/04/20,"2026/02/18 13:18","2026/06/26 13:31",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",,,5780984
憅屔,R00175-015426,,,,嬻,傾乕僇僀僽(惉栺),柍,440000,,1奒,1985擭01寧,戝嶃巗惗栰嬫扚拞2挌栚偺戄憅屔亂86捸亃,,戝嶃晎戝嶃巗惗栰嬫扚拞俀挌栚18-5,,,3.00,1.50,,,,453.02,284.38,86.02,5115,2026/04/09,"2026/03/27 10:12","2026/06/26 13:28",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",嬻桳,"2026.4.9 1擭側偳抁婜宊栺偼晄壜丅擇斣庤埲崀曞廤拞

丒B嬫夋",5440013
憅屔,R00175-015395,,,,嬻,傾乕僇僀僽(惉栺),柍,440000,,奒,1986擭05寧,戝搶巗昘栰3挌栚偺戄憅屔亂108捸亃,,戝嶃晎戝搶巗昘栰俁挌栚13-8,,,3.00,2.00,,,,,359.92,108.87,4042,2026/04/20,"2026/03/17 13:20","2026/06/26 13:26",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",嬻桳,,5740062
岺応,R00175-015212,,,,嬻,岞奐壜,柍,350000,,奒,2017擭01寧,奓捤巗撿挰偺戄岺応亂42捸亃,,戝嶃晎奓捤巗撿挰8-9,,,2.00,2.00,,,,,140.00,42.35,8265,2026/06/26,"2025/12/16 10:57","2026/06/26 13:19",愭暔(拠夘),,乮姅乯僙儗僋僩,-,"=""072-431-9796""",,"2026.6.26
丒捓椏丗38.5枩墌仺35枩墌",5970005
戄抧,R00175-015202,,,,峏抧,岞奐壜,柍,297000,,奒,-,暫屔導恄屗巗杒嬫桳栰挰搨烠偺戄抧亂136捸亃,,暫屔導恄屗巗杒嬫桳栰挰搨烠2999-3,,,,2.00,,,,451.17,,136.47,2177,2026/06/26,"2025/12/12 14:08","2026/06/26 13:11",愭暔(拠夘),,乮姅乯僷儚乕僒億乕僩,-,"=""078-907-6664""",,"2026.6.26
丒捓椏丗33枩墌仺29.7枩墌",6511331
憅屔,R00175-015474,,,,嬻,傾乕僇僀僽(惉栺),柍,770000,,奒,1998擭06寧,戝嶃巗廧擵峕嬫暯椦杒侾挌栚偺戄憅屔亂145捸亃,,戝嶃晎戝嶃巗廧擵峕嬫暯椦杒侾挌栚2,11000,,2.00,1.00,,,,,479.94,145.18,5304,2026/06/26,"2026/04/14 16:50","2026/06/26 10:09",愭暔(拠夘),,MS僯儏乕儅儞姅幃夛幮丂僇僀儞僪僴僂僕儞僌廧擵峕岞墍揦,-,"=""06-6681-7501""",嬻桳,"2026.6.22 1斣庤彜択偁傝丂2斣庤晄壜",5590026
岺応,R00175-015635,,,,嬻,岞奐壜,柍,1430000,,1奒,1984擭10寧,怮壆愳巗朙棦挰偺戄岺応亂129捸亃,,戝嶃晎怮壆愳巗朙棦挰30-15,,,,,3.00,1.00,,2228.00,427.20,129.22,11066,2026/07/23,"2026/06/23 11:50","2026/06/25 13:30",愭暔(拠夘),,姅幃夛幮柧惎,-,"=""072-835-6606""",嬻柍,,5720071
揦曑帠柋強(寶暔堦妵),R00175-015641,,,,嬻,岞奐壜,柍,1118040,,奒,2008擭11寧,嶄巗撿嬫怴瀢旜戜4挌偺戄揦曑丒帠柋強亂154捸亃,,戝嶃晎嶄巗撿嬫怴瀢旜戜係挌50-2,,,5.00,,,,,,510.00,154.27,7248,2026/06/23,"2026/06/23 14:24","2026/06/25 13:24",愭暔(拠夘),,側偛傒晄摦嶻,-,"=""072-370-0001""",嬻桳,"丒攧攦偁傝丗B00175-000919
",5900143
揦曑帠柋強(寶暔堦晹),R00175-015646,,,,嬻,岞奐壜,柍,407700,,1奒,2002擭01寧,暫屔導恄屗巗惣嬫堜悂戜搶挰4挌栚偺戄揦曑丒帠柋強亂28捸亃,,暫屔導恄屗巗惣嬫堜悂戜搶挰係挌栚21-3,,,,504000,917300,,,,94.00,28.43,14338,2026/06/24,"2026/06/24 10:35","2026/06/25 13:20",愭暔(拠夘),,乮姅乯僙儞僞乕僒乕價僗,-,"=""078-739-0080""",嬻桳,,6512242
戄抧,R00175-015445,,,,峏抧,岞奐壜,柍,2000000,,奒,-,榓壧嶳導婭偺愳巗懪揷偺戄抧亂2748捸亃,,榓壧嶳導婭偺愳巗懪揷1133,,,,,4.00,,,9086.00,,2748.51,728,2026/06/12,"2026/04/03 11:24","2026/06/25 10:20",愭暔(拠夘),,乮姅乯懽寶,-,"=""073-433-0247""",,"2026񒢉2
尰嵼帒嵽抲応偲偟偰抦傝崌偄偵戄偝傟偰偄傞偦偆偱偡丅2-3偐寧傎偳屻偐傜堷搉偟壜擻",6496414
戄抧,R00175-015523,,,,峏抧,岞奐壜,柍,420000,,奒,-,榓壧嶳導婭偺愳巗柤庤惣栰偺戄抧亂714捸亃,,榓壧嶳導婭偺愳巗柤庤惣栰302-1,,,,2.00,,,,2360.46,,714.03,589,2026/06/22,"2026/05/11 14:05","2026/06/25 10:15",愭暔(拠夘),,杧杮抧強崌摨夛幮,-,"=""0747-22-5111""",,,6496621
戄抧,R00175-015521,,,,,岞奐壜,柍,560000,,奒,-,岎栰巗惎揷杒俇挌栚偺戄抧亂312捸亃,,戝嶃晎岎栰巗惎揷杒俇挌栚5000,,,6.00,2.00,,,,1032.76,,312.4,1793,2026/08/04,"2026/05/11 13:22","2026/06/25 09:06",愭暔(拠夘),,嶰婎寶愝乮姅乯,-,"=""06-6304-0999""",,,5760017
揦曑(寶暔堦妵),R00175-014542,,,,嬻,傾乕僇僀僽(惉栺),柍,550000,,奒,-,暫屔導昉楬巗忺杹嬫垻惉怉栘偺戄揦曑亂105捸亃,,暫屔導昉楬巗忺杹嬫垻惉怉栘825-1,,,2.00,1.00,,,,1093.44,350.31,105.96,5191,2026/06/23,"2025/02/21 10:27","2026/06/23 16:41",愭暔(拠夘),,乮桳乯儎儅儌僩,-,"=""079-234-8049""",嬻桳,,6728030
揦曑(寶暔堦妵),R00175-015058,,,,嬻,岞奐壜,柍,1100000,,奒,2014擭05寧,嫗搒晎嫗搒巗嵍嫗嬫嶳抂愳娸挰偺戄揦曑亂59捸亃,,嫗搒晎嫗搒巗嵍嫗嬫嶳抂愳娸挰43,,,,,6.00,,,1120.74,198.00,59.89,18366,2026/07/06,"2025/10/07 15:30","2026/06/23 16:34",愭暔(拠夘),,乮姅乯僾儗僛儞僗,-,"=""075-744-1806""",嬻桳,"2026.6.23
彜択拞丂2斣庤曞廤壜",6068005
岺応,R00175-015324,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1980擭01寧,嫗搒晎媣悽孲媣屼嶳挰嵅嶳怴奐抧偺戄岺応亂58捸亃,,嫗搒晎媣悽孲媣屼嶳挰嵅嶳怴奐抧267-1,,,,,6.00,,330000,,194.54,58.84,5608,2026/04/07,"2026/02/10 13:48","2026/06/23 16:32",愭暔(拠夘),,僨傿儔儞僪嶳嫗儕乕僗乮姅乯,-,"=""0774-20-5115""",嬻桳,,6130034
岺応,R00175-015305,,,,嬻,傾乕僇僀僽(惉栺),柍,308000,,奒,1998擭10寧,嫗搒晎嫗搒巗暁尒嬫抾揷惣抜愳尨挰偺戄岺応亂43捸亃,,嫗搒晎嫗搒巗暁尒嬫抾揷惣抜愳尨挰149,,5500,,,6.00,,308000,,144.95,43.84,7025,2026/04/13,"2026/02/02 10:24","2026/06/23 16:32",愭暔(拠夘),,僨傿儔儞僪嶳嫗儕乕僗乮姅乯,-,"=""0774-20-5115""",嬻桳,"丒3崋
怽偟崬傒侾審偁傝丂丂2026.3.6",6128429
戄抧,R00175-015233,,,,,岞奐壜,柍,524400,,奒,-,堬栘巗埣愳5挌栚偺戄抧亂476捸亃,,戝嶃晎堬栘巗埣愳俆挌栚8,,,2.00,2.00,,,,1576.00,,476.74,1100,2026/08/03,"2025/12/23 11:50","2026/06/23 16:29",愭暔(拠夘),,娵枴彜帠乮姅乯,-,"=""072-635-7121""",,"戝宆幵亊

丒廧強丗埣愳5挌栚370-1丄370-2",5670831
憅屔,R00175-014941,,,,嫃廧拞,傾乕僇僀僽(惉栺),柍,990000,,奒,1998擭10寧,暫屔導扥攇巗惵奯挰戲栰偺戄憅屔亂356捸亃,,暫屔導扥攇巗惵奯挰戲栰614,,,1.00,2.00,,,,1968.50,1178.40,356.46,2778,2026/06/23,"2025/08/08 10:34","2026/06/23 16:27",愭暔(拠夘),,乮姅乯椾嶳僄僗僥乕僩,-,"=""0795-86-8909""",,"丒廧強丗戲栰614丄615-5
仸攧攦丗B00175-000860",6693842
岺応,R00175-014996,,,,嬻,傾乕僇僀僽(惉栺),柍,350000,,奒,1969擭04寧,暫屔導嶰揷巗壓堜戲偺戄岺応亂89捸亃,,暫屔導嶰揷巗壓堜戲288-1,,,100000.00,2.00,,,,1031.40,296.52,89.69,3903,2026/06/23,"2025/09/11 13:19","2026/06/23 16:23",愭暔(拠夘),,嶳杮搚抧寶暔,-,"=""079-563-0717""",嬻桳,"2026.4.20
曐徹嬥丗1000000仺侽
楃嬥丗1000000仺700000
晘嬥丗侽仺100000",6691315
憅屔,R00175-015530,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,1奒,1968擭03寧,戝嶃巗戝惓嬫彫椦惣1挌栚偺戄憅屔亂54捸亃,,戝嶃晎戝嶃巗戝惓嬫彫椦惣侾挌栚3-18,,,,,1500000,,,289.35,181.00,54.75,6028,2026/05/12,"2026/05/12 13:36","2026/06/23 15:47",愭暔(拠夘),,僩儈僫僈抧嶻丂,-,"=""06-6552-0360""",,丒1-2奒晹暘,5510013
憅屔,R00175-015468,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1970擭10寧,暫屔導埳扥巗杒埳扥2挌栚偺戄憅屔亂80捸亃,,暫屔導埳扥巗杒埳扥俀挌栚6,,,2.00,,,,,204.96,267.67,80.97,4076,2026/04/14,"2026/04/14 11:57","2026/06/23 14:54",愭暔(拠夘),,儂乕儉僗僥乕僕乮姅乯,-,"=""072-772-5411""",柍,丒攧攦偁傝丗B00175-000937,6640831
憅屔,R00175-014887,,,,嬻,傾乕僇僀僽(惉栺),柍,935000,,奒,1987擭03寧,暫屔導壛搶巗忋拞俁挌栚偺戄憅屔亂387捸亃,,暫屔導壛搶巗忋拞俁挌栚81,,,3.00,2.00,,,,1272.99,1279.80,387.13,2416,2026/03/05,"2025/07/15 16:02","2026/06/23 14:28",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,曱嶳,"=""06-6136-0555""",嬻桳,"慜柺摴楬丗俇倣(幚應)
1奒偺傒憅屔嬈搊榐嵪傒丂2奒偼嶌嬈強",6731464
戄抧,R00175-015247,,,,峏抧,傾乕僇僀僽(惉栺),柍,500000,,奒,-,娸榓揷巗摗堜挰3挌栚偺戄抧亂534捸亃,,戝嶃晎娸榓揷巗摗堜挰俁挌栚2,,,,,1500000,,,1767.82,,534.76,935,2026/05/08,"2026/01/05 12:02","2026/06/23 13:57",愭暔(拠夘),,桳峆嶻嬈姅幃夛幮,-,"=""072-437-2228""",,2026.5.8丂彜択拞丄擇斣庤壜擻,5960046
岺応,R00175-015180,,,,嬻,傾乕僇僀僽(惉栺),柍,429000,,奒,1990擭04寧,嫗搒晎嫗揷曈巗戝廧抮搰偺戄岺応亂86捸亃,,嫗搒晎嫗揷曈巗戝廧抮搰6,,,1000000,500000,,,,270.02,286.80,86.75,4945,2026/04/27,"2025/12/01 11:24","2026/06/23 13:08",愭暔(拠夘),,傾乕僶儞僄僗僥乕僩,-,"=""075-602-3003""",嬻桳,"2026.4.21
侾丆俀斣庤彜択拞丅侾斣庤偐側傝慜岦偒
俁斣庤偱偺曞廤壜",6100343
憅屔,R00175-014508,,,,,傾乕僇僀僽(惉栺),柍,490000,,奒,1996擭01寧,暫屔導昉楬巗忺杹嬫嵢幁偺戄憅屔亂123捸亃,,暫屔導昉楬巗忺杹嬫嵢幁1425-2,,,2.00,2.00,,,,661.38,409.18,123.77,3959,2026/04/16,"2025/02/03 15:01","2026/06/23 11:58",愭暔(拠夘),,乮姅乯儔僀僼儗僢僋僗,-,"=""072-645-6668""",嬻桳,"2025.12.16
丒捓椏丗595,650墌仺49枩墌

2025.10.27
丒捓椏丗66枩墌仺595,650墌

丒応強丗僌乕僌儖儅僢僾偱偼丄嵢幁1425-2
丒抧斣丗嵢幁1425-9
丒攧攦偁傝丗B00175-00760

2025.6丏12丂捓椏曄峏仺595,650",6728031
憅屔,R00175-015475,,,,嬻,傾乕僇僀僽(惉栺),柍,425700,,奒,2003擭01寧,暫屔導擈嶈巗晉徏挰1挌栚偺戄憅屔亂27捸亃,,暫屔導擈嶈巗晉徏挰侾挌栚21-8,,,,851400,774000,,,583.38,92.56,27.99,15204,2026/04/15,"2026/04/15 10:04","2026/06/23 11:54",愭暔(拠夘),,姅幃夛幮僺乕傾僀僄乕,-,"=""06-6438-5511""",嬻桳,,6610003
揦曑(寶暔堦妵),R00175-015266,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,300000,,1奒,2004擭01寧,暫屔導昉楬巗崄帥挰恵壛堾偺戄揦曑亂40捸亃,,暫屔導昉楬巗崄帥挰恵壛堾14-27,,,,2.00,,,,688.56,132.50,40.08,7485,2026/04/13,"2026/01/14 11:59","2026/06/23 11:33",愭暔(拠夘),,乮姅乯惤怱晄摦嶻丂昉楬塸夑曐揦,-,"=""079-263-8322""",嬻桳,,6792132
戄抧,R00175-015431,,,,峏抧,傾乕僇僀僽(惉栺),柍,770000,,奒,-,敧旜戞俈戄抧亂410捸亃,,戝嶃晎敧旜巗暈晹愳俆挌栚48,,,4.00,2.00,,,,1357.27,,410.57,1876,2026/06/23,"2026/03/27 17:04","2026/06/23 10:23",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媑揷夒,"=""06-6136-0555""",,媑揷夒偝傫SB岓曗,5810865
揦曑(寶暔堦妵),R00175-015625,,,,巊梡拞,岞奐壜,柍,1430000,,1奒,2006擭09寧,怮壆愳巗懳攏峕搶挰偺戄揦曑亂75捸亃,,戝嶃晎怮壆愳巗懳攏峕搶挰6-40,,,,2600000,1300000,,,,249.97,75.61,18912,2026/06/17,"2026/06/17 10:43","2026/06/22 17:48",愭暔(拠夘),,乮姅乯傾儞價僔儍僗儂乕儉,-,"=""072-834-2981""",嬻桳,,5720064
憅屔,R00175-015617,,,,嫃廧拞,岞奐壜,柍,2970000,,奒,1968擭11寧,搶戝嶃巗崅堜揷拞2挌栚偺戄憅屔亂528捸亃,,戝嶃晎搶戝嶃巗崅堜揷拞俀挌栚2-27,,,,5940000,10000000,,,1196.07,1747.54,528.63,5619,2026/06/15,"2026/06/15 11:46","2026/06/22 17:44",愭暔(拠夘),,乮桳乯桳夎婇夋,-,"=""06-6972-1919""",嬻桳,,5770065
價儖,R00175-014492,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,1430000,,奒,1997擭10寧,暫屔導昉楬巗撿悿挰俀挌栚偺戄價儖亂187捸亃,,暫屔導昉楬巗撿悿挰俀挌栚16-1,,,5000000,2860000,,,,245.30,620.76,187.77,7616,2026/04/23,"2025/01/27 09:35","2026/06/22 17:26",愭暔(拠夘),,姅幃夛幮彑岲彜帠,怷,"=""079-296-0223""",嬻桳,"2025.10.24丂
丒捓椏丗165枩墌仺143枩墌

2025.10.8丂惉栺仺暅妶
仸埲慜丄怷庡擟偺梐偐傝暔審偱偟偨偑丄尦晅曄峏偱岞奐",6700961
憅屔,R00175-015615,,,,嬻,岞奐壜,柍,350000,,1奒,1965擭03寧,嶃撿巗捁庢拞偺戄憅屔亂163捸亃,,戝嶃晎嶃撿巗捁庢拞768,,,,2.00,,,,,540.00,163.35,2143,2026/06/12,"2026/06/12 11:36","2026/06/22 09:23",愭暔(拠夘),,晄摦嶻偺憡択幒丂嶃撿旜嶈揦丂晄摦嶻嶈嶳乮桳乯,-,"=""0120-606-707""",,,5990211
戄抧,R00175-015544,,,,,岞奐壜,柍,400000,,奒,-,榓愹巗媣堜挰偺戄抧亂334捸亃,,戝嶃晎榓愹巗媣堜挰448-7,,,3.00,,,,,1104.66,,334.15,1198,2026/07/17,"2026/05/19 13:18","2026/06/22 09:18",愭暔(拠夘),,桳尷夛幮僙僀儓乗,-,"=""0725-33-6050""",,,5941142
戄抧,R00175-013921,,,,峏抧,岞奐壜,柍,500000,,奒,-,暫屔導昉楬巗敀昹挰塅嵅嶈拞1挌栚偺戄抧亂489捸亃,,暫屔導昉楬巗敀昹挰塅嵅嶈拞侾挌栚167,,,4.00,,,,,1619.01,,489.75,1021,2026/06/25,"2024/04/12 11:38","2026/06/19 17:07",愭暔(拠夘),,乮桳乯偍偐偺晄摦嶻,-,"=""079-229-9229""",,"2025.6.30丂惉栺仺暅妶
丒抧斣丗娫堘偄167仺惓偟偄156",6728021
岺応,R00175-015439,,,,,傾乕僇僀僽(惉栺),柍,330000,,1奒,1990擭01寧,暫屔導擈嶈巗旜昹挰1挌栚偺戄岺応亂49捸亃,,暫屔導擈嶈巗旜昹挰侾挌栚1-20,,,3.30,3.30,,,,227.98,163.27,49.38,6682,2026/04/02,"2026/04/02 11:12","2026/06/19 16:43",愭暔(拠夘),,乮姅乯俽俰丂俛倳倝倢倓,媨揷丗080-2482-2685,"=""06-6714-8941""",,,6610022
戄抧,R00175-015627,,,,峏抧,岞奐壜,柍,550000,,奒,-,戝嶃嫹嶳巗搶栰惣3挌栚偺戄抧亂454捸亃,,戝嶃晎戝嶃嫹嶳巗搶栰惣俁挌栚794,,,,,1100000,,,1504.00,,454.96,1209,2026/08/06,"2026/06/19 10:21","2026/06/19 16:35",愭暔(拠夘),,儕儕償崌摨夛幮,-,"=""072-234-0155""",,,5890001
憅屔,R00175-014620,,,,嬻,傾乕僇僀僽(惉栺),柍,385000,,5奒,1973擭06寧,暫屔導恄屗巗暫屔嬫撿拠挰偺戄憅屔亂81捸亃,,暫屔導恄屗巗暫屔嬫撿拠挰1-5,,,2.00,1.00,,,,,270.00,81.67,4714,2026/04/20,"2025/04/04 13:14","2026/06/19 16:35",愭暔(拠夘),,乮姅乯傾僀儐乕,-,"=""078-515-8525""",,丒5奒晹暘,6520841
戄抧,R00175-015629,,,,屆壠晅,岞奐壜,柍,1100000,,奒,-,戝嶃巗廧擵峕嬫暯椦撿1挌栚偺戄抧亂224捸亃,,戝嶃晎戝嶃巗廧擵峕嬫暯椦撿侾挌栚1-25,,,,,6.00,,,743.10,,224.78,4894,2026/06/19,"2026/06/19 10:48","2026/06/19 16:34",愭暔(拠夘),,姅幃夛幮僌儔僗僼傿乕儖僪,-,"=""06-6372-3601""",,,5590025
憅屔,R00175-015330,,,,,岞奐壜,柍,660000,,奒,1994擭01寧,戝嶃巗揤墹帥嬫彑嶳2挌栚偺戄憅屔亂67捸亃,,戝嶃晎戝嶃巗揤墹帥嬫彑嶳俀挌栚12-19,,,,,6000000,,,195.78,221.92,67.13,9832,2026/06/19,"2026/02/12 10:38","2026/06/19 16:26",愭暔(拠夘),,姅幃夛幮僗儕乕僄僗,-,"=""06-6210-1100""",嬻桳,,5430043
戄抧,R00175-015459,,,,峏抧,岞奐壜,柍,280000,,奒,-,暫屔導彫栰巗塰挰偺戄抧亂791捸亃,,暫屔導彫栰巗塰挰427-25,,,3.00,1.00,,1.00,,2616.00,,791.34,354,2026/06/19,"2026/04/09 13:26","2026/06/19 16:20",愭暔(拠夘),,娭惣晄摦嶻杮曑乮姅乯,-,"=""079-422-4006""",,2025.6.19丂捓椏32枩墌仺28枩墌,6751312
岺応,R00175-015182,,,,嬻,傾乕僇僀僽(惉栺),柍,1650000,,奒,1973擭02寧,暫屔導恄屗巗挿揷嬫攡働崄挰2挌栚偺戄岺応亂326捸亃,,暫屔導恄屗巗挿揷嬫攡働崄挰俀挌栚2-7,,,3.00,2.00,,,,941.70,1080.53,326.86,5049,2026/04/22,"2025/12/02 13:40","2026/06/19 16:15",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,悈忋丗090-8503-6217,"=""06-6975-7780""",嬻桳,丒嬻幒妋擣丄暔審徻嵶偼扴摉幰実懷傑偱乮悈忋丗090-8503-6217乯,6530021
揦曑(寶暔堦妵),R00175-015596,,,,,岞奐壜,柍,517000,,奒,1990擭04寧,悂揷巗嶳揷惣2挌栚偺戄揦曑亂70捸亃,,戝嶃晎悂揷巗嶳揷惣俀挌栚6-6,,,500000,1000000,,,,188.00,231.76,70.1,7375,2026/06/08,"2026/06/08 11:25","2026/06/18 17:46",愭暔(拠夘),,僞僋儅廧寶,徏杮丗090-3715-1020,"=""06-4860-5221""",嬻桳,,5650824
憅屔,R00175-015102,,,,嬻,岞奐壜,柍,1650000,,奒,2026擭07寧,枼柺巗彫栰尨搶1挌栚偺戄憅屔亂150捸亃,,戝嶃晎枼柺巗彫栰尨搶侾挌栚1-1-2-6-7-1,,,,,8.00,,,998.36,498.88,150.91,10934,2026/06/04,"2025/10/29 10:37","2026/06/18 17:41",愭暔(拠夘),,姅幃夛幮僱僋僗僩僗僥乕僕,媨杮,"=""06-6190-6533""",嬻桳,,5620031
岺応,R00175-015607,,,,嬻,岞奐壜,柍,660000,,奒,1957擭07寧,朙拞巗彲撪惣挰5挌栚偺戄岺応亂35捸亃,,戝嶃晎朙拞巗彲撪惣挰俆挌栚1-8,,,3.00,3.00,,,,,116.23,35.15,18772,2026/06/09,"2026/06/09 14:18","2026/06/18 17:24",愭暔(拠夘),,嬤婨僴僂僗乮姅乯,-,"=""06-6333-8438""",,,5610832
戄抧,R00175-015603,,,,峏抧,岞奐壜,柍,650000,,奒,-,嶄巗拞嬫戝栰幣挰偺戄抧亂467捸亃,,戝嶃晎嶄巗拞嬫戝栰幣挰158-1,,,,,5000000,,,1545.23,,467.43,1391,2026/08/05,"2026/06/09 13:13","2026/06/18 15:55",愭暔(拠夘),,愹杒儂乕儉乮姅乯,-,"=""072-270-5055""",,,5998233
揦曑(寶暔堦妵),R00175-015586,,,,,岞奐壜,桳,605000,,1奒,-,嶄巗惣嬫朠惣挰2挌偺戄揦曑,,戝嶃晎嶄巗惣嬫朠惣挰俀挌281,,,,,2.20,,,1090.90,,,,2026/06/04,"2026/06/04 11:45","2026/06/18 15:47",愭暔(拠夘),,儐乕儘晄摦嶻,-,"=""090-7255-8197""",嬻桳,仸捓戄柺愊晄柧丄枹擖椡偱偡丅妋擣偍婅偄偟傑偡丅,5938326
憅屔,R00175-015620,,,,嬻,岞奐壜,柍,385000,,奒,1968擭10寧,嶄巗拞嬫暉揷偺戄憅屔亂72捸亃,,戝嶃晎嶄巗拞嬫暉揷1154-13,,,2.00,1.00,,,,,238.75,72.22,5331,2026/06/16,"2026/06/16 11:13","2026/06/18 10:58",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媑揷夒,"=""06-6136-0555""",柍,,5998241
憅屔,R00175-015571,,,,嬻,岞奐壜,柍,550000,,1奒,1974擭10寧,榓愹巗撪揷挰2挌栚偺戄憅屔亂133捸亃,,戝嶃晎榓愹巗撪揷挰俀挌栚15-3,,3000,4.00,2.00,,,,,442.90,133.97,4106,2026/06/15,"2026/05/28 13:54","2026/06/17 18:25",愭暔(拠夘),,暯堜晄摦嶻,-,"=""0725-58-8110""",嬻桳,,5941156
憅屔,R00175-015096,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1983擭01寧,戝嶃嫹嶳巗戝栰惣偺戄憅屔亂150捸亃,,戝嶃晎戝嶃嫹嶳巗戝栰惣700-1,,,2.00,1.00,,,,410.00,497.84,150.59,2192,2026/06/12,"2025/10/24 11:20","2026/06/17 17:02",愭暔(拠夘),,嶰婎寶愝乮姅乯,-,"=""06-6304-0999""",嬻桳,"2026.6.12 彜択拞",5890016
憅屔,R00175-015118,,,,嬻,岞奐壜,柍,715000,,奒,1997擭09寧,愛捗巗暿晎3挌栚偺戄憅屔亂146捸亃,,戝嶃晎愛捗巗暿晎俁挌栚19-8,,,2600000,1430000,,,,413.98,484.50,146.56,4879,2026/06/17,"2025/11/05 13:46","2026/06/17 16:18",愭暔(拠夘),,姅幃夛幮僀儅僗丂棳捠帠嬈晹,-,"=""06-6209-7373""",嬻桳,"2026.6.17
丒捓椏丗93.5枩墌仺71.5枩墌
丒楃嬥丗187枩墌仺143枩墌
丒晘嬥丗425枩墌仺260枩墌
",5660046
憅屔,R00175-015612,,,,嫃廧拞,岞奐壜,柍,2623280,,奒,1991擭01寧,戝搶巗撿怴揷1挌栚偺戄憅屔亂541捸亃,,戝嶃晎戝搶巗撿怴揷侾挌栚3-13,,,6.00,2.00,,,,,1788.60,541.05,4849,2026/06/11,"2026/06/11 11:50","2026/06/17 15:31",愭暔(拠夘),,俴俬倃俴俤晄摦嶻僔儑僢僾丂儕僲儀僗僩晄摦嶻乮姅乯僫儚僔儑僂,-,"=""06-4307-5513""",嬻桳,丒4奒晹暘乮堦晹旕捓戄晹暘偁傝乯,5740023
岺応,R00175-015610,,,,,岞奐壜,柍,650000,,奒,1966擭11寧,戝嶃巗楺懍嬫堫壸2挌栚偺戄岺応亂84捸亃,,戝嶃晎戝嶃巗楺懍嬫堫壸俀挌栚5-4,,,2.00,2.00,,,,317.19,280.22,84.76,7669,2026/08/06,"2026/06/11 11:21","2026/06/17 15:27",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",,仸捓戄柺愊偼1奒亄2奒偺280.22噓偱擖椡,5560023
憅屔,R00175-015604,,,,嬻,岞奐壜,柍,990000,,奒,1976擭09寧,戝嶃巗埉嬫崅揳2挌栚偺戄憅屔亂181捸亃,,戝嶃晎戝嶃巗埉嬫崅揳俀挌栚13-10,,,6.00,2.20,,,,,600.00,181.5,5455,2026/06/09,"2026/06/09 13:26","2026/06/17 15:24",愭暔(拠夘),,姅幃夛幮僕僃僀僘,-,"=""06-6532-2323""",,,5350031
憅屔,R00175-015587,,,,,岞奐壜,柍,1430000,,1奒,1969擭10寧,戝嶃巗楺懍嬫栘捗愳2挌栚偺戄憅屔亂245捸亃,,戝嶃晎戝嶃巗楺懍嬫栘捗愳俀挌栚2-31,,,10400000,2860000,,,,1096.87,810.26,245.1,5835,2026/06/19,"2026/06/04 11:58","2026/06/17 15:19",愭暔(拠夘),,姅幃夛幮僀儅僗奐敪帠嬈晹,-,"=""06-6233-8282""",,,5560027
